PROLIFIC_PID,loop_id,pair_id,full_rating,event_rating,order_group,Q12,Q13,PairID,story_i,story_j,bucket,sim_full,sim_event,FullA,FullB,EventsA,EventsB
6980e62c2e406af9a4bd1fb0,89,296,1: not similar,1: not similar,overal_first,The first one has a very clear up-down progression and change. The other one is just a very short narrative. So I put that they weren't very similar.,These really aren't that similar. One of them is a story about a man who is able to rise beyond his settings and his original spot into something awesome. The other one is just talking about where a person worked at and his project. So I put that they were not very similar.,P296,378,575,LH,0.080931604,0.3491012,"Born and raised here in Detroit. I went to public school. I knew I wanted to go to college but didn't know how I was gon na get there. Had a very supportive family, but financially , we didn't have any money tucked away. And fortunately, I was able to get a scholarship to a college. Got my Bachelor's degree in communication. Out of college, I did sales for a number of years just kind of really trying to find my way. And my wife was a student here at Wayne Community College , they had an opportunity, an opening on the phones. One day the chancellor of the college was on the other end and I had no clue. And I was just excited to be answering phones for the college. And he wanted to meet me and I had opportunities to advance from there. Now I am the associate vice chancellor for students services. So, I tell everybody, I'm not supposed to be here, statistically speaking. I'm a black male  and I grew up in Detroit with all the gang violence, with all the drug violence. So, don't be defined by the neighborhoods that you came from. Don't be defined by whether or not you're a first generation college student, whether you're a minority. Whatever that is, you can go and do and be whoever you wan na be.","You were there for Toy Story and. I was there for Toy, that's what I was hired to do, is Toy Story. Art direct Toy Story. Cool. Every project is so different. Every four years is a four year graduate course in the subject matter of that film. And just to take advantage of that, have fun with some research. Once you get interested in something, go and find out as much as you can about it. It's not that hard to do, especially with the Internet. You can always get a dozen books on the subject and just read through them, and just keep doing that. That's really it.",I got a scholarship to a college — I got my Bachelor's degree in communication — I did sales for a number of years — My wife was a student at Wayne Community College — I answered phones for the college — The chancellor of the college wanted to meet me — I had opportunities to advance from there — I became the associate vice chancellor for student services,You were there for Toy Story. — I was hired to art direct Toy Story.
631385edd622a2b9907f19a4,30,156,4: very similar,4: very similar,overal_first,they both had a reckoning to switch jobs/goals and move to better ones for them,both stories of young people figuring out they didn't want to do their current job and figured out a better option for them,P156,194,330,HL,0.5433194,0.09302826,"when I was four, but um ... growing up without a mother -- 'cause she died when I was six -- growing up with just my dad and my brother , I was obviously very, um, just very independent and strong-willed. And my dad's best friend was a stockbroker, and for some reason, because I was so good with money, that I decided that I was, that I would be a really good stockbroker. And fortunately, throughout high school, we had work exchange and work experience, and um , they used to send me off with all sorts of random checks and things to, you know, with million dollars in my hand to go and deliver somewhere, and I had no idea where I was going or how to get there. And being the little surfy chick that I was , it just made me realize that wasn't the avenue I wanted to go down. Ultimately, to become successful in anything , you have to be relatively selfish. You have to be so one-dimensional. I also believe that there's no such thing as a mistake , it's only a learning experience. The only mistake is not learning from it. But even then, you're just gon na be given the opportunity to learn it and learn it and learn it until such time as you do. So I made the same "" mistake '' over and over again until I actually got the lesson.","They would always listen to this great jazz station called KADX. And one, for I just saw what they were doing  and they were having the best time, laughing and listening to this great music , and I said, "" Can I, can I do that with you next week ? '' He said, "" Okay, son. '' So I actually came to sort of a reckoning in my life at a very early age , and it was the last time that I worked at a fast-food restaurant. And I remember on that Friday, before I quit , I said that was the last time I was gon na ask anybody if they wanted fries with that Coke. I would oftentimes get a little disheartened , and I would never, of course, tell them. When I would hear parents tell my students that, you know, "" You got ta grow up and get a real job, '' I would think that a real job that is a s-s-successful job for someone is a job that is driven by their passion and their love, and not a job that's just there because you're getting the paycheck.",Her mother died when she was six — She decided she would be a stockbroker — She was sent off with million dollars in checks to deliver somewhere — She realized being a stockbroker was not the avenue she wanted to go down — She made the same mistake over and over again until she learned the lesson,"They were having the best time, laughing and listening to music. — I asked if I could do that with them next week. — He said okay. — I came to a reckoning in my life at a very early age. — I worked at a fast-food restaurant for the last time. — I said that was the last time I was going to ask anybody if they wanted fries with that Coke."
631385edd622a2b9907f19a4,38,204,3: moderately similar,2: slightly similar,overal_first,"they both had major changes in what they were doing, but had mostly different paths in how they went about it so only slightly similar due to that","they both had big goals for themselves, just did them in different ways, one went to school and the other didn't but still found success",P204,355,379,LH,0.17929551,0.4207894,"I come from farm worker parents. It wasn't until I married and I was 28 years of age that I realized that I wasn't gon na go anywhere unless I have an education. So I had to turn my life around to do  what I wanted to do, and what I wanted to do was be in this world of media. So I went to a community college and I transferred to UCLA , and I became a writer. And so, from that to what I do today, I'm an advocate. I do civil rights, civil rights and specifically, in media. When reporting about the Latino community, it was a crime blotter. It was Maria killed Jose because Jose molested her child and the child was doing drugs on the side. It was like that , it was terrible. So we formed the National Hispanic Media Coalition, because how we are perceived is always going to be the way that we are treated. If we're perceived that being the laborers out in the field and so forth, you'll be treated that way. And, we're that, sure of course we are. Right? But the fact is that we're also a great deal more. Never believe that somebody else is gon na do it for you. You have to take the bull by the horns and make the changes.","It's sort of a pattern in my life. I didn't get my culinary degree -- I got thrown out -- but I mean , I went and apprenticed for two-and-a-half years in Europe , so, that's really where I learned. But going from a fine dining chef to running , you know, a beer bar seems like it's a downgrade in a way, but it really wasn't. It was actually , there's a lot of things that are more challenging about what I do. We didn't have a business plan. Didn't write one , there's no such thing. I've never written a business plan in my life. Yeah, I learned everything on the fly. I learned how to tap kegs -- never tapped a beer keg in my life. It's been amazingly educational, but sometimes you just learn by doing. Again, there's no school for this. Culinary school didn't teach me this. No one told me what to do -- not my dad, my mom. I did what I wanted to do without any exterior influence. When you say, "" Where do you "" find the motivation? '' The only motivation that's ever genuine comes from within.",I married at 28 years of age — I realized that I needed an education — I turned my life around — I went to a community college — I transferred to UCLA — I became a writer — I became an advocate — We formed the National Hispanic Media Coalition,I got thrown out of my culinary degree program — I apprenticed for two-and-a-half years in Europe — I went from being a fine dining chef to running a beer bar — I learned how to tap kegs
631385edd622a2b9907f19a4,55,68,3: moderately similar,3: moderately similar,overal_first,they went step by step how they made their eventual decisions so they felt mostly similar,they both talked about how they finally decided what they wanted to do for an occupation,P068,260,557,HH,0.5287381,0.5924193,"And I was like, "" I-I could just die. "" I don't have time doing something I'm not "" excited about. '' Ah... and so I quit my job and went back to school. I was a literature major and I decided I wanted to be an engineer. And so I started with pre-algebra, algebra --  Oh so you went back to undergrad?  Oh yeah , calculus, pre-calculus, all from the bottom up. I think in our society, from a very early age , it's sort of you're humanities or you're hard science. And that's not true. You can do both.","Where was I at 18 or 19? Yeah. Out of high school trying to pick a major, taking all my core classes, and there just was nothing adventurous enough, I mean tried accounting, tried economics. They were just blah, boring. And I was doing this for my spending money on the side a couple days a week, lobstering. I went to college , and while at school, I learned how to work on computers and got a job, and did the 9 to 5, yes sir, no sir. Can I have a raise, sir? But the whole time I was doing it , I wasn't happy. I couldn't wait to get done with it and get back out there. So. I went back to lobstering, kind of where I started out and took a long time to get where I got. It's what I've been doing for the last five years up here measuring lobsters. That's awesome. And I wouldn't do anything else given the choice. So you feel lucky? Oh, I know I'm lucky, definitely. I'm glad I didn't follow the nuclear lifestyle. It's like success is like this whole journey. You realize it's not something that kind of snaps and happens. I don't need to sit here and say I'm gon na be this , I'm gon na be that. I'm gon na be who I am right now.","I quit my job — I went back to school — I decided I wanted to be an engineer — I started with pre-algebra, algebra, calculus, and pre-calculus",tried accounting — tried economics — went to college — learned how to work on computers — got a job — did the 9 to 5 job — went back to lobstering — measured lobsters for five years
631385edd622a2b9907f19a4,65,211,1: not similar,1: not similar,overal_first,these sequences were totally different in what was happening,"they are both people with goals and wanted to see change, but the way they did it was totally different and they were not on the same path at all",P211,117,235,LH,0.2311948,0.4007533,"For a lot of us, growing up in St. Louis, we were determined to leave as soon as we possibly can. You know, after graduating school , I decided to come home. You know, I could do like so many other people did, which is just move to somebody else's neighborhood, or move to a nicer neighborhood, and put on your blinders, and say everything's fine here. I don't know what's happening over there, or over here , but I decided I wanted to live in my neighborhood. And in order for me to do that, and to really make it a place I want to raise kids, I got ta get to work. So when I became an alderman one of the things I first noticed is that the city doesn't really, you know, take care of these neighborhoods like they need to. So we created this nonprofit as an organization that can deal with what is not happening in the schools. What we know is that what happens after school and on a weekend can be just as powerful as what is, or is not happening in the classroom. A lot of these kids go to really poor performing public schools , so we formed this organization to try to start providing some stability and some direction in the lives of young people. Too many kids over here feel abandoned by their city, and by the rest of the world , and so we're opening their eyes to a lot of what is available in their own city. And in that way too, also helping them take some ownership of their city. You know, that is yours too, don't think that's somebody else's, you are a St. Louisan, so that is yours too and you should experience it.","My company is Palo Santo Designs. I'm the founder and executive director of the company. And what we do is we design and build homes and commercial buildings that are highly sustainable. That exemplify my personal interest and concern for the state of the environment. And essentially, I kind of just stumbled into it. I was in an environmental science program at the University of New Hampshire. And then, I stumbled across this book about earthships. And it was these people who were building homes literally out of all recycled materials, basically out of trash. The principles behind it were the things that sort of inspired me. I decided to go out and get my own contractor's license  and eventually, built a small company. The thing that I really love about what I do is sort of creating something out of nothing. If you feel happiness on a day to day basis, you're succeeding in life.",I graduated school — I decided to come home — I decided I wanted to live in my neighborhood — I became an alderman — We created a nonprofit — We formed an organization to provide stability and direction to young people — We opened kids' eyes to what is available in their city,I stumbled across a book about earthships — I decided to go out and get my own contractor's license — I built a small company
631385edd622a2b9907f19a4,95,315,3: moderately similar,2: slightly similar,overal_first,they both made strong decisions to go one direction in their live's goals,these were both stories about younger people figuring out what they wanted to do with their lives and getting advice from older people that helped them decide,P315,444,459,LL,0.22571659,0.13585247,"I'm 53 years old , I'm trying to decide what I'm gon na do when I grow up. My grandfather farmed , he went out and said , hey do you wan na plant a garden? And I got started that way , we planted some radishes in a spot about this big and I thought it was the coolest thing. I was debating between agriculture and ornamental horticulture, like growing flowers. But I thought if I'm gon na spend my life doing something, I would rather spend my life helping to feed the world. So our job is to develop a hybrid seed that will help the farmer in his business. So if you take two inbreds, like that , and you cross them , that's your hybrid. So people are like, why do you have hybrids? It's like, that's why I have hybrids. Some people feel like , okay , I just wan na make a lot of money. But if you can find something you have a passion for, you love it, you think about it in the morning when you wake up. And then you can figure out an intersection of that thing with something that you can make a living doing , That's a pretty sweet place to be.","the Olympics. So I always wanted to be on an Olympic team. And uh, my aunt lived next to a bicycle store , and they had a Sunday morning bicycle ride , and I went on the Sunday morning bike ride. And the owner of the store said, "" I can make you an Olympic "" cycling team. '' So I stopped playing football , I stopped running track, and I rode a bike. It was pretty simple. From my family, I had, I had great support. It was different in school. I always felt I was challenged because I wanted to race a bike or be a professional athlete. And there was no preparation for that, you know? "" What do you mean? "" You're gon na do this as a profession? '' You know , part of the challenge of youth is to learn, right? It's the puzzle. That's ... that's what makes life interesting. If you have all the answers, then it'd be very boring.",Grandfather asked if they wanted to plant a garden — They planted some radishes in a small spot — They debated between agriculture and ornamental horticulture — They decided to spend their life helping to feed the world — They developed a hybrid seed to help farmers — They crossed two inbred plants to create a hybrid,I went on the Sunday morning bike ride — The owner of the store said he could make me an Olympic cycling team — I stopped playing football — I stopped running track — I rode a bike
697d23cc0f22ab1b69c27b82,16,318,2: slightly similar,2: slightly similar,overal_first,same as before,talking about following your passion in life,P318,165,373,LL,0.16776004,0.13175245,"and the next minute, you know , I'm thrown over 50 feet from a car  and they thought I died, you know? And they thought I'd never walk again. And people have often asked was I not angry or bitter , and the answer is no. It just is.  Everything seems so minimal, you know, when I'm sitting here talking to you. But just, you know, your mother, the accident...  why not just, "" You know what, I cant ''? Like, you know --?  What would have been my option? You see it, don't you? You're sitting, waiting on the first of the month to get a check. Stuck in a wheelchair. You know... That-that's an option? I don't take reality checks from anybody. I want to follow what my passion is in life more than anything else. Don't give me a reality check because reality will tell you what you can't do. "" You need to deal "" with the real world. '' No, my world is real to me.","I was already a pretty avid diver , and enjoyed it enough that I said, well, if I ever don't have a real job or don't like the real job , it's something I'll probably try to pursue full time. So then I came down here to Miami, went to law school, practiced law for about a year and a half. Wasn't really as fulfilling as it needed to be, so at that point I said , I'm gon na fall back on one of my passions and open up a scuba shop. So here we do full service any kinda certification that you would want. It definitely is a much more enjoyable day. So If you think that you like something and you wan na pursue it , pursue it. If it doesn't work out, you've got time for other options. But the last thing that you want is to kind of be stuck in a career for 20, 30 years and hate it.",He was thrown over 50 feet from a car — People thought he died — People thought he would never walk again,came down to Miami — went to law school — practiced law for about a year and a half — decided to open up a scuba shop
697d23cc0f22ab1b69c27b82,31,102,1: not similar,1: not similar,overal_first,they are not talking about the same thing,they are not talking about the same thing at all,P102,218,518,HL,0.43153438,0.10778589,"So I entered foster care when I was about three and a half years old. During that time, I had 14 different foster homes. I wasn't always placed in the most ideal circumstances. These were people who had problems with drugs, alcohol, violence, pedophilia. So I had this sense of I've got ta do something. I've got ta say something , this is not okay, and that kind of kept eating at me. And I think that's the motivation that kept me from turning to drugs, or running away, or becoming part of that statistic, that label that they expected of me. I had to do something differently. And so all of that gave me this perspective that it's not enough to complain about something if you're not willing to be a part of the solution. So a really big sticking point for me was that I'm not just going to walk around complaining about foster care or complaining about this system of care that's not protecting kids, no. I wan na be directly involved in the very system that failed me so that I can make it better. And I ultimately opened a non-profit organization that provides direct services to children and families. So all of my experiences kind of led to me serving others in a way that I wish I had been served when I was a young person.","towards food that I did. And so we would entertain a lot of our friends. And so all the wine dinners, all of a sudden , somehow we started home brewing. It was a simple enough question that deserved a simple answer. "" Well there aren't any good American beers , "" well we will supply the pipeline. '' And so we started a really naive way of thinking , but I really believe that all good thoughts come out of just a desire, a simple idea. And then the passion that you have is gon na really drive that.","I entered foster care when I was about three and a half years old — I had 14 different foster homes — I decided I had to do something and say something about my situation — I resolved not to turn to drugs, run away, or become part of the negative statistics — I decided not to just complain about foster care but to be part of the solution — I decided to be directly involved in the system that failed me — I opened a non-profit organization that provides direct services to children and families",They entertained a lot of their friends. — They started home brewing.
697d23cc0f22ab1b69c27b82,66,100,2: slightly similar,2: slightly similar,overal_first,same as before,talking about what they wanted to do in life,P100,330,568,HL,0.5426971,0.11699355,"They would always listen to this great jazz station called KADX. And one, for I just saw what they were doing  and they were having the best time, laughing and listening to this great music , and I said, "" Can I, can I do that with you next week ? '' He said, "" Okay, son. '' So I actually came to sort of a reckoning in my life at a very early age , and it was the last time that I worked at a fast-food restaurant. And I remember on that Friday, before I quit , I said that was the last time I was gon na ask anybody if they wanted fries with that Coke. I would oftentimes get a little disheartened , and I would never, of course, tell them. When I would hear parents tell my students that, you know, "" You got ta grow up and get a real job, '' I would think that a real job that is a s-s-successful job for someone is a job that is driven by their passion and their love, and not a job that's just there because you're getting the paycheck.","but I didn't think that I wanted to go teach math. And I was 24, 25 , and I thought, "" Okay, well maybe I'll try "" computers . '' And you know, this was 25 years ago, so it was just beginning as a field in an area. Umm... you know , I got a job serving coffee in a computer company that had a lab for teaching people. That was maybe for four or five years and I got lucky and came up with an idea for a product and was able to start a company around that. It was a very specific, technical product. And then I started Netflix, which has been the last ten years, which has been just a complete joy. You hear the phrase a lot that life's random in the way it worked out. And I don't think I was any different than any of you guys at, you know, 20.","They were having the best time, laughing and listening to music. — I asked if I could do that with them next week. — He said okay. — I came to a reckoning in my life at a very early age. — I worked at a fast-food restaurant for the last time. — I said that was the last time I was going to ask anybody if they wanted fries with that Coke.",got a job serving coffee in a computer company — came up with an idea for a product — started a company around that product — started Netflix
697d23cc0f22ab1b69c27b82,90,205,2: slightly similar,2: slightly similar,overal_first,vaguely talking about finding way in life,vaguely talking about finding your way in life professionally,P205,37,49,LH,0.20126489,0.374017,"By the time I was in 6th grade, I'd already decided I was gon na be an engineer, just couldn't decide what engineer. And I chose to go to GMI engineering management institute and hired on with Ford Motor Company. Everybody that hired on had to manage the shop floor and then after that I kind of liked operations. So I went into manufacturing engineering for a few years before coming to Cummins, getting into quality here. And then also manufacturing, engineering on assembly, and machining, before becoming the plant manager of this facility. Kinda sounds cliche , but there's a couple things that we always talk about with managers, etc.. Be respectful to people and that goes a long way whether you're in management or whether you're the employee. Treat people how you want to be treated. Everyone says that but there's really a lot of truth to that in life. And that will get you a long way is what I've found out.","of my Ph.D. studentship, and, um, I had done some high priority imaging of bacteria. And then the BBC News broke that they found life on Mars, that this guy from NASA had got, uh, images of this, what he thought was a bacteria on the surface of that rock you've just been looking at. Looked him up , ah, phoned international directory inquiries , got the number, phoned Johnson Space Center, got his name, gave him a bell and said, "" I can get better images than that, "" mate. '' Cut long story short , he sent me a bit of meteorite so me and a couple of mates sat in a pub figuring out what to do with this piece of Mars. So we planned it out and got some good research done. And then they offered me a job. I did my Ph.D. in how microbes eat metals, ah, to decontaminate nuclear structures of radioactivity by using bacteria.  Life is a gift. And your life is a gift. No one has the right to tell you how to use that gift.",decided to be an engineer — chose to go to GMI engineering management institute — hired on with Ford Motor Company — managed the shop floor — went into manufacturing engineering — came to Cummins — got into quality — worked in manufacturing engineering on assembly and machining — became the plant manager of the facility,BBC News broke that they found life on Mars — I looked him up — I phoned international directory inquiries — I phoned Johnson Space Center — I gave him a bell and said I can get better images — He sent me a bit of meteorite — Me and a couple of mates sat in a pub figuring out what to do with the piece of Mars — We planned it out — We got some good research done — They offered me a job — I did my Ph.D. in how microbes eat metals to decontaminate nuclear structures
697d23cc0f22ab1b69c27b82,99,378,2: slightly similar,1: not similar,overal_first,not talking about the same thing,they're very rambling,P378,429,441,LL,0.24867254,0.12434615,"19 years ago, actually, I started working for SLUG Magazine. The previous owner of SLUG heard about me, and called me up and asked me to shoot a cover. So that's how I first became a staff member of SLUG, was shooting a cover. And then from that point forward, I became a managing editor , and then two years later, I had the opportunity to take over the magazine , and that's when I officially became editor and then publisher. And I've always felt different from my family , and from kind of being part of the peer group that I grew up in, I just always didn't quite connect. But then I kind of learned to appreciate Salt Lake City for what it is, and the work here that we could do to find others that feel that way. Where they may not feel that way at home, or at school, or in a lot of other environments. But here in SLUG Magazine, we can really appreciate them for being different. I think it goes back to that love, right? I really love doing what I do, and hearing these stories from these individuals that come up to you and say hey , I would not be where I am today if it wasn't for my experience with SLUG Magazine. Hearing that feedback and that validation from other individuals about how we've affected their lives in a positive way, and that's priceless.","A lot of teachers feel like they have to be this like, alter ego. Like for me, honestly who I am in the classroom is who I am in life. Did you have any, like, uh-oh moments, when you were like , I have no idea what I'm doing, like once you were in the classroom? All the time. All the time and I still kinda do. A lot of people thought that I was just a fun teacher. Oh he's just , all his kids, they're not really learning anything. I hate when teachers think that just because their class is rigorous that they can't have any fun. It's not until when my test scores came back, my AP scores and they were better than theirs , you don't even have to say anything. Yeah. I am very German but I am very about living life and working hard and being rigorous but having fun the entire time we're doing it. Because that's life. I really come to work with a smile on my face every single day. And that's what it's all about, right?",I started working for SLUG Magazine — The previous owner of SLUG called me up and asked me to shoot a cover — I shot a cover — I became a managing editor — I had the opportunity to take over the magazine — I officially became editor and then publisher — I learned to appreciate Salt Lake City for what it is — Individuals came up to me and said they would not be where they are today if it wasn't for their experience with SLUG Magazine,The narrator had moments of uncertainty in the classroom — The narrator's test scores and AP scores came back better than others
65c25e3de8b230c294f2b32c,6,292,1: not similar,1: not similar,overal_first,,,P292,373,385,LH,0.21878749,0.40048108,"I was already a pretty avid diver , and enjoyed it enough that I said, well, if I ever don't have a real job or don't like the real job , it's something I'll probably try to pursue full time. So then I came down here to Miami, went to law school, practiced law for about a year and a half. Wasn't really as fulfilling as it needed to be, so at that point I said , I'm gon na fall back on one of my passions and open up a scuba shop. So here we do full service any kinda certification that you would want. It definitely is a much more enjoyable day. So If you think that you like something and you wan na pursue it , pursue it. If it doesn't work out, you've got time for other options. But the last thing that you want is to kind of be stuck in a career for 20, 30 years and hate it.","So going back into the time when you were first starting out and into producing, how is it like coping with being dyslexic and trying to work around that? When I came out and I had this film , I then started looking for jobs and I just was trying to figure out what should be the next step and going for job interviews and I was nervous about working for other people. I was worried that people would find out that there were skills that I really couldn't do. So I shied away from certain things and that led me to people who were being independent filmmakers, because they were more peers  and we were all saying, okay , let's go raise money. Let's go try to do this. And in retrospect, it was great and it sort of lead me down an interesting path , but I think it was partly, cuz I was scared to do the other. I was scared that I would be found out. I think the best thing about having LD that helped me in film is I've never been somebody who assumed you wouldn't make mistakes. I've never thought that anything was gon na be a straight line and that you get there quickly. That's just not how I've learned and how my life ever went in school, certainly. So I think that's sort of applicable to most young people that you have to be willing to assume that might happen to you, but don't you think a lot of LD kids already know that. You're already kinda prepared that, that's gon na be true. So I think if you're not ashamed of that, if you own that, it makes it so much easier.",came down to Miami — went to law school — practiced law for about a year and a half — decided to open up a scuba shop,I came out and had a film — I started looking for jobs — I went for job interviews — I shied away from certain things — I met people who were independent filmmakers — We decided to raise money — We tried to make a film
65c25e3de8b230c294f2b32c,25,261,3: moderately similar,2: slightly similar,overal_first,"Both are successful in business, but one started a business, while one took over a business.  ",,P261,429,505,LH,0.2371567,0.3798871,"19 years ago, actually, I started working for SLUG Magazine. The previous owner of SLUG heard about me, and called me up and asked me to shoot a cover. So that's how I first became a staff member of SLUG, was shooting a cover. And then from that point forward, I became a managing editor , and then two years later, I had the opportunity to take over the magazine , and that's when I officially became editor and then publisher. And I've always felt different from my family , and from kind of being part of the peer group that I grew up in, I just always didn't quite connect. But then I kind of learned to appreciate Salt Lake City for what it is, and the work here that we could do to find others that feel that way. Where they may not feel that way at home, or at school, or in a lot of other environments. But here in SLUG Magazine, we can really appreciate them for being different. I think it goes back to that love, right? I really love doing what I do, and hearing these stories from these individuals that come up to you and say hey , I would not be where I am today if it wasn't for my experience with SLUG Magazine. Hearing that feedback and that validation from other individuals about how we've affected their lives in a positive way, and that's priceless.","And the first summer I was out there I got my commercial fishing license because we had no other way to make money. Well, I ended up living on Nantucket for four more years and building this business. And even two or three years into Nantucket Nectars, my parents were like, "" You're starting a juice company? "" Are you kidding me? What do you mean you're "" starting a juice company? Who starts a juice company? '' Could anyone have ever predicted my path? You know, "" Okay, this is how you're going "" to make it. You should move to Nantucket, "" start a boat business, end up being a fisherman, "" and then get into distribution, and start a juice business. "" That's how you get into juice. '' Like, who would ever say that?",I started working for SLUG Magazine — The previous owner of SLUG called me up and asked me to shoot a cover — I shot a cover — I became a managing editor — I had the opportunity to take over the magazine — I officially became editor and then publisher — I learned to appreciate Salt Lake City for what it is — Individuals came up to me and said they would not be where they are today if it wasn't for their experience with SLUG Magazine,I got my commercial fishing license — I ended up living on Nantucket for four more years — I built this business — My parents questioned me about starting a juice company
65c25e3de8b230c294f2b32c,29,368,1: not similar,1: not similar,overal_first,one is not being told by the participant. ,"only thing similar is that they have jobs and mention 'life' at the end,",P368,277,457,LL,0.17208038,0.111229084,"go through any traditional channels. I never went to, like, a proper film school or ... worked on traditional film sets and learned my way up the way that other people might. In the 1980s, Michael Stipe from R.E.M. had sort of like a film group that was giving money to underground filmmakers , and he saw some of the stuff that I'd done , and I went down to Athens, Georgia, where his band, R.E.M., was based and where there were a lot of other artists and filmmakers. I wasn't specifically trying to do music videos or feature films or documentaries or whatever. Just kind of made these personal, experimental films, and then people that would see those would respond to 'em and ask me to go do other things with them or for them. It's an element of like putting yourself at the right place at the right time. Like I definitely left the wrong place in New Jersey and went to Athens, Georgia, which, at that time, felt like where I belonged. But, you know, it's your life and you need to... go hit all these different experiences while you can.","So I started as a Hispanic woman in sports reporting , okay? So that may be, if not as white as the tech industry, it's pretty close. Literally, my very first job, I had someone sit down and say to me so, you know why you got this job, right? And the implication was because I was a Hispanic woman. And I said, because I am amazing. I learned really early on that there was going to be a lot of people that would be, like. Well you only got this job because of this or you can't do this because of this. I had people say like do you like tech or do you like, and the answer's like would you ask a doctor do you like blood no. Or it's like do you understand how this works and you wouldn't do that in any other field or if there's lots of other people who look more like they should be in tech than me. There's a lot of people who will totally write you off because there's not that many people who look like you. There's a lot of negativity and some people like I said , I come from a background where it's like whatever. Shut up , don't listen to those people and ignore them and use them as motivation. Yeah, so I mean it's about being willing to figure out what's best for you and go on your own path. And sometimes there's starts and stops , but it's life.","Michael Stipe saw some of the stuff that the narrator had done — The narrator went down to Athens, Georgia — People responded to the narrator's personal, experimental films — People asked the narrator to do other things with them or for them — The narrator left New Jersey — The narrator went to Athens, Georgia",I started as a Hispanic woman in sports reporting — I had someone sit down and say to me that I got the job because I was a Hispanic woman — I said I got the job because I am amazing — I learned that people would say I only got the job because of my background — I had people ask me if I liked tech — I told myself to ignore negative people and use them as motivation
65c25e3de8b230c294f2b32c,70,285,1: not similar,1: not similar,overal_first,,,P285,262,418,LH,0.20933853,0.31336233,"I work here at Fossil. I'm an IT solution manager working in the e-commerce division. Typically a day in e-commerce for me , I manage a team that we're currently rolling out global websites for fossil.com. But I didn't know growing up what is it that I wanted to do , okay? I took a leap of faith , and so in 2000 I started a company called BTV Corporation and where I was doing consulting work for about eight years. It was a little bit risky , but I think the way to advance , you're going to have to take risk, right? But you want it to be a calculated risk. You want to make sure that you're making smart decisions, okay, and not impulse decisions, if you will. So, would my life be different had I not started my own company or even came to Fossil? I'm sure it would be. I don't know what that would be , but I would say , in the end, I am happy with where that journey took me and I appreciate all those that's been around me to kinda support me through that effort.","When I was really little I think I had a few teachers when I was in kindergarten and first grade that I just adored. And so I would come home and practice being a teacher. From then on, I kind of just thought that's what I wanted to do. And I actually didn't know that I was dyslexic until I started my college career. I did a little part-time internship in a first grade room  and in that classroom, there were kiddos with dyslexia. And so I was learning more with the teacher, just kind of asking questions. And the more that I learned about it, the more it hit home that that's exactly what was going on with me as a kiddo. But it's amazing to get to teach student with dyslexia now. And know exactly what they're going through. It's just , it's really neat that they had that, they had that connection with me.",I took a leap of faith — I started a company called BTV Corporation in 2000 — I did consulting work for about eight years,I had a few teachers in kindergarten and first grade that I adored — I came home and practiced being a teacher — I started my college career — I did a part-time internship in a first grade room — I learned about dyslexia with the teacher — I realized that I was dyslexic as a kid — I taught students with dyslexia
65c25e3de8b230c294f2b32c,90,205,2: slightly similar,2: slightly similar,overal_first,"both show career advancement, but that's about it for similarity","Really only similar with the fact that they both obtained jobs, and have a reflection at the end of the paragraph",P205,37,49,LH,0.20126489,0.374017,"By the time I was in 6th grade, I'd already decided I was gon na be an engineer, just couldn't decide what engineer. And I chose to go to GMI engineering management institute and hired on with Ford Motor Company. Everybody that hired on had to manage the shop floor and then after that I kind of liked operations. So I went into manufacturing engineering for a few years before coming to Cummins, getting into quality here. And then also manufacturing, engineering on assembly, and machining, before becoming the plant manager of this facility. Kinda sounds cliche , but there's a couple things that we always talk about with managers, etc.. Be respectful to people and that goes a long way whether you're in management or whether you're the employee. Treat people how you want to be treated. Everyone says that but there's really a lot of truth to that in life. And that will get you a long way is what I've found out.","of my Ph.D. studentship, and, um, I had done some high priority imaging of bacteria. And then the BBC News broke that they found life on Mars, that this guy from NASA had got, uh, images of this, what he thought was a bacteria on the surface of that rock you've just been looking at. Looked him up , ah, phoned international directory inquiries , got the number, phoned Johnson Space Center, got his name, gave him a bell and said, "" I can get better images than that, "" mate. '' Cut long story short , he sent me a bit of meteorite so me and a couple of mates sat in a pub figuring out what to do with this piece of Mars. So we planned it out and got some good research done. And then they offered me a job. I did my Ph.D. in how microbes eat metals, ah, to decontaminate nuclear structures of radioactivity by using bacteria.  Life is a gift. And your life is a gift. No one has the right to tell you how to use that gift.",decided to be an engineer — chose to go to GMI engineering management institute — hired on with Ford Motor Company — managed the shop floor — went into manufacturing engineering — came to Cummins — got into quality — worked in manufacturing engineering on assembly and machining — became the plant manager of the facility,BBC News broke that they found life on Mars — I looked him up — I phoned international directory inquiries — I phoned Johnson Space Center — I gave him a bell and said I can get better images — He sent me a bit of meteorite — Me and a couple of mates sat in a pub figuring out what to do with the piece of Mars — We planned it out — We got some good research done — They offered me a job — I did my Ph.D. in how microbes eat metals to decontaminate nuclear structures
